stop_words_removed_qns,tag1
give stre s array string word return number wordsi subsequence sA subsequence stre new string generate original string character delete change relative order remain charactersFor example ace subsequence abcde Example 1input s abcde word abbacdaceOutput 3explanation there string word subsequence s acd aceExample 2Input s dsahjpjauf word ahjpjaujaahbwzgqnuktnmlanowaxoutput 2 constraints1 slength 5 1041 wordslength 50001 wordsilength 50 wordsi consist lowercase english letter,string
give integer array nums integer leave right return number contiguous nonempty subarray value maximum array element subarray range leave rightthe test case generate answer fit 32bit integer Example 1input num 2143 leave 2 right 3output 3explanation there subarray meet requirement 2 2 1 3example 2input num 29256 leave 2 right 8Output 7 Constraints1 numslength 1050 numsi 1090 leave right 109,array
give string s goal return true s goal number shift sA shift s consist move leftmost character s rightmost positionFor example s abcde bcdea shift Example 1input s abcde goal cdeaboutput trueexample 2input s abcde goal abcedOutput false constraints1 slength goallength 100s goal consist lowercase english letter,string
give direct acyclic graph DAG n node label 0 n 1 find possible path node 0 node n 1 return orderthe graph give follow graphi list node visit node ie direct edge node node graphij Example 1input graph 1233output 013023explanation there path 0 1 3 0 2 3example 2input graph 43132434output 04034013401234014 Constraintsn graphlength2 n 150 graphij ngraphij ie selfloopsAll element graphi uniquethe input graph guarantee DAG,graph
you give array num you rotate nonnegative integer k array numsk numsk 1 numsnumslength 1 nums0 nums1 numsk1 afterward entry equal index worth pointfor example num 24130 rotate k 2 13024 this worth 3 point 1 0 point 3 1 point 0 2 point 2 3 point 4 4 pointreturn rotation index k correspond high score achieve rotate num if multiple answer return small index k Example 1input num 23140output 3explanation Scores k list k 0 num 23140 score 2k 1 num 31402 score 3k 2 num 14023 score 3k 3 num 40231 score 4k 4 num 02314 score 3so choose k 3 high scoreexample 2input num 13024output 0explanation num 3 point matter shiftsSo choose small k 0 constraints1 numslength 1050 numsi numslength,array
you give integer array length nums1 nums2 in operation allow swap nums1i nums2iFor example nums1 1238 nums2 5674 swap element 3 obtain nums1 1234 nums2 5678return minimum number need operation nums1 nums2 strictly increase the test case generate give input make possiblean array arr strictly increase arr0 arr1 arr2 arrarrlength 1 Example 1input nums1 1354 nums2 1237output 1explanation Swap nums13 nums23 then sequence arenums1 1 3 5 7 nums2 1 2 3 4which strictly increasingExample 2input nums1 03589 nums2 21469output 1 Constraints2 nums1length 105nums2length nums1length0 nums1i nums2i 2 105,array
there direct graph n node node label 0 n 1 the graph represent 0indexed 2D integer array graph graphi integer array nod adjacent node meaning edge node node graphiA node terminal node outgoing edge a node safe node possible path start node lead terminal node safe nodeReturn array contain safe node graph the answer sort ascending order Example 1input graph 1223505output 2456explanation the give graph show abovenode 5 6 terminal node outgoing edge themevery path start node 2 4 5 6 lead node 5 6example 2input graph 1234123404output 4explanationonly node 4 terminal node path start node 4 lead node 4 Constraintsn graphlength1 n 1040 graphilength n0 graphij n 1graphi sort strictly increase orderthe graph contain selfloopsthe number edge graph range 1 4 104,graph
you give m x n binary grid 1 represent brick 0 represent space a brick stable ifit directly connect grid orat brick adjacent cell stableyou give array hit sequence erasure want apply each time want erase brick location hitsi rowi coli the brick location exist disappear some brick long stable erasure fall once brick fall immediately erase grid ie land stable bricksreturn array result resulti number brick fall ith erasure appliednote erasure refer location brick brick drop Example 1input grid 10001110 hit 10output 2explanation start grid1000 1110we erase underline brick 10 result grid1000 0110the underlined brick long stable long connect adjacent stable brick fall the result grid is1000 0000hence result 2example 2Input grid 10001100 hit 1110output 00explanation start grid1000 1100we erase underline brick 11 result grid1000 1000all remain brick stable brick fall the grid remain same1000 1000next erase underline brick 10 result grid1000 0000once remain brick stable brick fallhence result 00 Constraintsm gridlengthn gridilength1 m n 200gridij 0 11 hitslength 4 104hitsilength 20 xi m 10 yi n 1all xi yi unique,array
you give integer array numsyou element num array a B a b nonempty averageA averagebreturn true possible achieve false otherwisenote array arr averagearr sum elements arr length arr Example 1input num 12345678output trueexplanation we split array 1458 2367 average 45example 2input num 31output false Constraints1 numslength 300 numsi 104,array
there city compose n x n block block contain single building shape like vertical square prism you give 0indexed n x n integer matrix grid gridrc represent height building locate block row r column cA city skyline outer contour form building view city distance the skyline cardinal direction north east south west differentWe allow increase height number building different building the height 0height building increase however increase height building affect citys skyline cardinal directionreturn maximum total sum height building increase change city skyline cardinal direction Example 1input grid 3084245792630310output 35explanation the building height show center imageThe skyline view cardinal direction draw redthe grid increase height building affect skyline isgridNew 8 4 8 7 7 4 7 7 9 4 8 7 3 3 3 3 example 2input grid 000000000output 0explanation increase height building result skyline change Constraintsn gridlengthn gridrlength2 n 500 gridrc 100,array
you give array integer num represent number write chalkboardalice Bob turn erase exactly number chalkboard Alice start if erase number cause bitwise XOR element chalkboard 0 player lose the bitwise XOR element element bitwise XOR element 0also player start turn bitwise XOR element chalkboard equal 0 player winsReturn true Alice win game assume player play optimally Example 1input num 112output falseexplanation Alice choice erase 1 erase 2 if erase 1 num array 1 2 the bitwise XOR element chalkboard 1 xor 2 3 now Bob remove element want Alice erase element lose if Alice erase 2 num 1 1 the bitwise XOR element chalkboard 1 xor 1 0 Alice loseExample 2input num 01output trueexample 3input num 123output true Constraints1 numslength 10000 numsi 216,array
give array point XY plane point pointsi xi yi return area large triangle form different point Answers 105 actual answer accept Example 1input point 0001100220output 200000explanation the point show figure the red triangle largestExample 2input point 100001output 050000 constraints3 pointslength 5050 xi yi 50all give point unique,array
you give integer array num integer k you partition array k nonempty adjacent subarray the score partition sum averages subarrayNote partition use integer num score necessarily integerreturn maximum score achieve possible partition Answers 106 actual answer accept Example 1input num 91239 k 3output 2000000explanation the good choice partition num 9 1 2 3 9 the answer 9 1 2 3 3 9 20we partition num 9 1 2 3 9 examplethat partition lead score 5 2 6 13 worseExample 2input num 1234567 k 4Output 2050000 Constraints1 numslength 1001 numsi 1041 k numslength,array
we 2dimensional coordinate like 1 3 2 05 then remove commas decimal point space end string sFor example 1 3 s 13 2 05 s 205return list string represent possibility original coordinate beenOur original representation extraneous zero start number like 00 00 000 10 001 0001 number represent few digit also decimal point number occur digit occur start number like 1the final answer list return order all coordinate final answer exactly space occur comma Example 1input s 123output 1 231 2312 312 3example 2input s 0123output 0 1230 1230 12301 2301 23012 3explanation 00 00 0001 0001 allowedexample 3input s 00011output 0 00110001 1 constraints4 slength 12s0 sslength 1 the rest s digit,string
you give head link list contain unique integer value integer array nums subset link list valuesreturn number connect component num value connect appear consecutively link list example 1input head 0123 num 013output 2explanation 0 1 connect 0 1 3 connect componentsExample 2input head 01234 num 0314output 2explanation 0 1 connect 3 4 connect 0 1 3 4 connect component ConstraintsThe number node link list n1 n 1040 Nodeval nAll value Nodeval unique1 numslength n0 numsi nAll value num unique,array
give string paragraph string array ban word ban return frequent word ban it guarantee word ban answer uniquethe word paragraph caseinsensitive answer return lowercase Example 1input paragraph Bob hit ball hit BALL fly far hit ban hitoutput ballexplanation hit occur 3 time ban wordball occur twice word frequent nonbanne word paragraph note word paragraph case sensitivethat punctuation ignore adjacent word ball hit is not answer occur bannedexample 2input paragraph ban Output Constraints1 paragraphlength 1000paragraph consist english letter space symbol 0 bannedlength 1001 bannedilength 10bannedi consist lowercase english letter,string
you give 0indexed integer array front back length n ith card positive integer frontsi print backsi print Initially card place table number face face you flip number card possibly zeroafter flip card integer consider good facing card face cardreturn minimum possible good integer flipping card if good integer return 0 example 1input front 12447 back 13413output 2explanationif flip second card face number 13447 face 124132 minimum good integer appear face face upit show 2 minimum possible good integer obtainable flip cardsexample 2input front 1 back 1output 0ExplanationThere good integer matter flip card return 0 Constraintsn frontslength backslength1 n 10001 frontsi backsi 2000,array
give array unique integer arr integer arri strictly great 1we binary tree integer number number time each nonleaf nod value equal product value childrenreturn number binary tree the answer large return answer modulo 109 7 Example 1input arr 24output 3explanation we tree 2 4 4 2 2example 2input arr 24510output 7explanation we tree 2 4 5 10 4 2 2 10 2 5 10 5 2 constraints1 arrlength 10002 arri 109All value arr unique,array
you give string sentence consist word separate space each word consist lowercase uppercase letter onlywe like convert sentence Goat Latin madeup language similar Pig Latin the rule Goat latin followsif word begin vowel e o u append ma end wordfor example word apple applemaif word begin consonant ie vowel remove letter append end add maFor example word goat oatgmaAdd letter end word word index sentence start 1for example word gets add end second word gets aa add end onreturn final sentence represent conversion sentence Goat Latin Example 1input sentence I speak Goat LatinOutput Imaa peaksmaaa oatGmaaaa atinlmaaaaaexample 2input sentence the quick brown fox jump lazy dogoutput heTmaa uickqmaaa rownbmaaaa oxfmaaaaa umpedjmaaaaaa overmaaaaaaa hetmaaaaaaaa azylmaaaaaaaaa ogdmaaaaaaaaaa Constraints1 sentencelength 150sentence consist english letter spacessentence lead trail spacesAll word sentence separate single space,string
there n person social medium website you give integer array age agesi age ith personA Person x send friend request person y x y follow condition trueagey 05 agex 7agey agexagey 100 agex 100otherwise x send friend request yNote x send request y y necessarily send request x also person send friend request themselfreturn total number friend request Example 1input age 1616output 2explanation 2 people friend request otherexample 2input age 161718output 2explanation Friend request 17 16 18 17example 3input age 2030100110120output 3explanation Friend request 110 100 120 110 120 100 Constraintsn ageslength1 n 2 1041 agesi 120,array
you n job m worker you give array difficulty profit worker wheredifficultyi profiti difficulty profit ith job andworkerj ability jth worker ie jth worker complete job difficulty workerjevery worker assign job job complete multiple timesFor example worker attempt job pay 1 total profit 3 if worker complete job profit 0return maximum profit achieve assign worker job example 1input difficulty 246810 profit 1020304050 worker 4567output 100explanation Workers assign job difficulty 4466 profit 20203030 separatelyExample 2input difficulty 854757 profit 246699 worker 402525output 0 Constraintsn difficultylengthn profitlengthm workerlength1 n m 1041 difficultyi profiti workeri 105,array
let define function countuniquecharss return number unique character sFor example call countuniquecharss s LEETCODE l t c o d unique character appear s countuniquecharss 5given string s return sum countUniqueCharst t substre s the test case generate answer fit 32bit integerNotice substring repeat case count repeat one Example 1input s abcoutput 10explanation all possible substring ABCABBC ABCEvery substre compose unique letterssum length substre 1 1 1 2 2 3 10example 2input s abaoutput 8explanation the example 1 countuniquecharsaba 1example 3input s LEETCODEOutput 92 Constraints1 slength 105s consist uppercase english letter,string
in string s lowercase letter letter form consecutive group characterfor example string like s abbxxxxzyy group bb xxxx z yyA group identify interval start end start end denote start end index inclusive group in example xxxx interval 36a group consider large 3 charactersreturn interval large group sort increase order start index Example 1input s abbxxxxzzyoutput 36explanation xxxx large group start index 3 end index 6Example 2Input s abcoutput Explanation we group b c large groupsExample 3input s abcdddeeeeaabbbcdoutput 35691214explanation the large group ddd eeee bbb Constraints1 slength 1000 contain lowercase english letter,string
you give personal information string s represent email address phone number Return mask personal information rulesemail addressan email address isA consist uppercase lowercase english letter follow bythe symbol follow bythe domain consist uppercase lowercase english letter dot middle characterTo mask emailthe uppercase letter domain convert lowercase lettersthe middle letter ie letter replace 5 asterisk Phone numbera phone number format followsThe phone number contain 1013 digitsThe 10 digits local numberthe remain 03 digit begin country codeseparation character set separate digit wayTo mask phone numberremove separation charactersThe mask phone number formxxxx country code 0 digitsxxxx country code 1 digitXXXX country code 2 digitsxxxx country code 3 digitsxxxx 4 digits local number example 1input s leetcodeleetcodecomoutput leleetcodecomexplanation s email addressthe domain convert lowercase middle replace 5 asterisksExample 2input s ABqqcomOutput abqqcomexplanation s email addressthe domain convert lowercase middle replace 5 asterisksNote ab 2 character 5 asterisk middleExample 3input s 1234567890output 7890explanation s phone numberthere 10 digit local number 10 digit country code 0 digitsthu result mask number 7890 Constraintss valid email phone numberIf s email8 slength 40s consist uppercase lowercase english letter exactly symbol symbolIf s phone number10 slength 20s consist digits space symbol,string
give n x n binary matrix image flip image horizontally invert return result imageto flip image horizontally mean row image reversedFor example flip 110 horizontally result 011to invert image mean 0 replace 1 1 replace 0for example invert 011 result 100 example 1input image 110101000output 100010111explanation first reverse row 011101000then invert image 100010111example 2input image 1100100101111010output 1100011000011010explanation first reverse row 0011100111100101then invert image 1100011000011010 Constraintsn imagelengthn imageilength1 n 20imagesij 0 1,array
you give image img1 img2 represent binary square matrices size n x n a binary matrix 0s 1s valuesWe translate image choose slide 1 bit leave right andor number unit we place image we calculate overlap count number position 1 imagesnote translation include kind rotation any 1 bit translate outside matrix border erasedreturn large possible overlap Example 1input img1 110010010 img2 000011001output 3explanation we translate img1 right 1 unit 1 unitthe number position 1 image 3 show redexample 2input img1 1 img2 1output 1Example 3input img1 0 img2 0output 0 Constraintsn img1length img1ilengthn img2length img2ilength1 n 30img1ij 0 1img2ij 0 1,array
there n domino line place domino vertically upright in beginning simultaneously push domino leave rightAfter second domino fall leave push adjacent domino leave Similarly domino fall right push adjacent domino stand rightWhen vertical domino dominoe fall side stay balance forcesFor purpose question consider fall domino expend additional force fall fallen dominoYou give string domino represent initial state wheredominoesi L ith domino push leftdominoesi R ith domino push right anddominoesi ith domino pushedReturn string represent final state Example 1input domino RRLOutput RRLExplanation the domino expend additional force second dominoexample 2input domino lrlrloutput LLRRLLRRLL Constraintsn dominoeslength1 n 105dominoesi L R,string
a 3 x 3 magic square 3 x 3 grid fill distinct number 1 9 row column diagonal sumgiven row x col grid integer 3 x 3 magic square subgrid each subgrid contiguous Example 1input grid 438495192762output 1explanation the follow subgrid 3 x 3 magic squarewhile notin total magic square inside give gridexample 2input grid 8output 0 Constraintsrow gridlengthcol gridilength1 row col 100 gridij 15,array
there n room label 0 n 1 room lock room 0 your goal visit room however enter locked room have keywhen visit room find set distinct key each key number denoting room unlock unlock roomsGiven array room roomsi set key obtain visit room return true visit room false Example 1input room 123output trueexplanation we visit room 0 pick key 1we visit room 1 pick key 2we visit room 2 pick key 3we visit room 3since able visit room return trueExample 2input room 1330120output falseexplanation we enter room number 2 key unlock room Constraintsn roomslength2 n 10000 roomsilength 10001 sumroomsilength 30000 roomsij nAll value roomsi unique,graph
you give string digit num 123456579 we split fibonaccilike sequence 123 456 579formally fibonaccilike sequence list f nonnegative integer that0 fi 231 integer fit 32bit sign integer typeflength 3 andfi fi 1 fi 2 0 flength 2note splitting string piece piece extra lead zeroes piece number 0 itselfreturn fibonaccilike sequence split num return Example 1input num 1101111output 1101111explanation the output 110 1 111 acceptedExample 2input num 112358130output Explanation the task impossibleExample 3input num 0123output Explanation Leading zero allow 01 2 3 valid Constraints1 numlength 200num contain digit,string
give string s t return true equal type text editor mean backspace characternote backspace text text continue Example 1input s abc t adcoutput trueexplanation both s t acExample 2Input s ab t cdoutput trueexplanation both s t Example 3input s ac t bOutput falseexplanation s c t b constraints1 slength tlength 200s t contain lowercase letter character follow can solve on time O1 space,string
you recall array arr mountain array ifarrlength 3There exist index 0indexe 0 arrlength 1 thatarr0 arr1 arri 1 arriarri arri 1 arrarrlength 1given integer array arr return length long subarray mountain Return 0 mountain subarray Example 1input arr 2147325output 5explanation the large mountain 14732 length 5Example 2input arr 222output 0explanation there mountain Constraints1 arrlength 1040 arri 104 Follow upcan solve passcan solve o1 space,array
alice number card want rearrange card group group size groupsize consist groupsize consecutive cardsGiven integer array hand handi value write ith card integer groupsize return true rearrange card false example 1input hand 123623478 groupsize 3output trueexplanation alice hand rearrange 123234678example 2input hand 12345 groupsize 4output falseexplanation alice hand rearrange group 4 Constraints1 handlength 1040 handi 1091 groupsize handlength note this question 1296 httpsleetcodecomproblemsdividearrayinsetsofkconsecutivenumber,array
you undirecte connect graph n node label 0 n 1 you give array graph graphi list node connect node edgeReturn length short path visit node you start stop node revisit node multiple time reuse edge Example 1input graph 123000output 4explanation one possible path 10203example 2input graph 1024134212output 4explanation one possible path 01423 Constraintsn graphlength1 n 120 graphilength ngraphi contain iif grapha contain b graphb contain aThe input graph connect,graph
you give array represent row seat seatsi 1 represent person sit ith seat seatsi 0 represent ith seat 0indexedthere seat person sittingAlex want sit seat distance close person maximize return maximum distance close person Example 1input seat 1000101output 2explanation if Alex sit second open seat ie seats2 close person distance 2if Alex sit open seat close person distance 1thus maximum distance close person 2example 2input seat 1000output 3explanation if Alex sit seat ie seats3 close person 3 seat awaythis maximum distance possible answer 3example 3input seat 01output 1 constraints2 seatslength 2 104seatsi 0 1at seat emptyAt seat occupy,array
an array arr mountain follow property holdarrlength 3There exist 0 arrlength 1 thatarr0 arr1 arri 1 arriarri arri 1 arrarrlength 1given mountain array arr return index arr0 arr1 arri 1 arri arri 1 arrarrlength 1you solve Ologarrlength time complexity Example 1input arr 010Output 1example 2input arr 0210output 1example 3input arr 01052output 1 constraints3 arrlength 1050 arri 106arr guarantee mountain array,array
there n car go destination onelane road the destination target mile awayyou give integer array position speed length n positioni position ith car speedi speed ith car mile houra car pass car ahead catch drive bumper bumper speed the fast car slow match slow car speed the distance car ignore ie assume positiona car fleet nonempty set car drive position speed note single car car fleetIf car catch car fleet right destination point consider car fleetreturn number car fleet arrive destination Example 1input target 12 position 108053 speed 24113output 3explanationthe car start 10 speed 2 8 speed 4 fleet meet 12the car start 0 catch car fleet itselfthe car start 5 speed 1 3 speed 3 fleet meeting 6 the fleet move speed 1 reach targetnote car meet fleet destination answer 3example 2input target 10 position 3 speed 3output 1explanation there car fleetExample 3input target 100 position 024 speed 421output 1explanationthe car start 0 speed 4 2 speed 2 fleet meeting 4 the fleet move speed 2then fleet speed 2 car start 4 speed 1 fleet meeting 6 the fleet move speed 1 reach target Constraintsn positionlength speedlength1 n 1050 target 1060 positioni targetall value position unique0 speedi 106,array
give balanced parenthese string s return score stringthe score balanced parenthese string base follow rule score 1ab score A B A b balance parenthese stringsA score 2 a a balanced parenthese stre Example 1input s output 1example 2input s output 2example 3input s output 2 constraints2 slength 50 consist s balanced parenthese string,string
there n worker you give integer array quality wage qualityi quality ith worker wagei minimum wage expectation ith workerWe want hire exactly k worker form pay group to hire group k worker pay accord follow rulesevery worker pay group pay ratio quality compare worker pay groupevery worker pay group pay minimum wage expectationGiven integer k return money need form pay group satisfy condition Answers 105 actual answer accept Example 1input quality 10205 wage 705030 k 2output 10500000explanation we pay 70 0th worker 35 2nd workerExample 2input quality 3110101 wage 48227 k 3output 3066667explanation we pay 4 0th worker 1333333 2nd 3rd worker separately constraintsn qualitylength wagelength1 k n 1041 qualityi wagei 104,array
give string s goal return true swap letter s result equal goal return falseswappe letter define take index j 0indexed j swap character si sjFor example swap index 0 2 abcd result cbad Example 1input s ab goal baOutput trueexplanation you swap s0 s1 b ba equal goalexample 2Input s ab goal abOutput falseexplanation the letter swap s0 s1 b result ba goalExample 3input s aa goal aaoutput trueexplanation you swap s0 s1 aa equal goal Constraints1 slength goallength 2 104s goal consist lowercase letter,string
at lemonade stand lemonade cost 5 customer stand queue buy order time order specify bill each customer buy lemonade pay 5 10 20 bill you provide correct change customer net transaction customer pay 5note change hand firstgiven integer array bill billsi bill ith customer pay return true provide customer correct change false Example 1input bill 5551020output trueexplanation from 3 customer collect 5 bill orderfrom fourth customer collect 10 bill 5from fifth customer 10 bill 5 billsince customer get correct change output trueExample 2input bill 55101020output falseexplanation from customer order collect 5 billsFor customer order collect 10 bill 5 billfor customer change 15 10 billssince customer receive correct change answer false Constraints1 billslength 105billsi 5 10 20,array
you give m x n binary matrix gridA consist choose row column toggle value row column ie change 0s 1s 1s 0sEvery row matrix interpret binary number score matrix sum numbersReturn high possible score make number move include zero move Example 1input grid 001110101100output 39explanation 0b1111 0b1001 0b1111 15 9 15 39example 2input grid 0output 1 Constraintsm gridlengthn gridilength1 m n 20gridij 0 1,array
give integer array num integer k return length shortest nonempty subarray num sum k if subarray return 1A subarray contiguous array Example 1input num 1 k 1Output 1Example 2input num 12 k 4Output 1Example 3input num 212 k 3output 3 Constraints1 numslength 105105 numsi 1051 k 109,array
give 2D integer array matrix return transpose matrixThe transpose matrix matrix flip main diagonal switching matrixs row column index example 1input matrix 123456789output 147258369example 2input matrix 123456output 142536 Constraintsm matrixlengthn matrixilength1 m n 10001 m n 105109 matrixij 109,array
you give integer array nums1 nums2 length the advantage nums1 respect nums2 number index nums1i nums2iReturn permutation nums1 maximize advantage respect nums2 example 1input nums1 271115 nums2 110411output 211715example 2input nums1 1224832 nums2 13253211Output 2432812 Constraints1 nums1length 105nums2length nums1length0 nums1i nums2i 109,array
a car travel start position destination target mile east start positionthere gas station way the gas station represent array station stationsi positioni fueli indicate ith gas station positioni mile east start position fueli liter gasThe car start infinite tank gas initially startfuel liter fuel it use liter gas mile drive when car reach gas station stop refuel transfer gas station carreturn minimum number refueling stop car order reach destination if reach destination return 1note car reach gas station 0 fuel leave car refuel if car reach destination 0 fuel leave consider arrive Example 1input target 1 startFuel 1 station output 0explanation we reach target refuelingexample 2input target 100 startFuel 1 station 10100output 1explanation we reach target gas stationExample 3input target 100 startFuel 10 station 1060203030306040output 2explanation we start 10 liter fuelWe drive position 10 expend 10 liter fuel we refuel 0 liter 60 liter gasthen drive position 10 position 60 expend 50 liter fueland refuel 10 liter 50 liter gas we drive reach targetWe 2 refueling stop way return 2 Constraints1 target startFuel 1090 stationslength 5001 positioni positioni1 target1 fueli 109,array
a sequence x1 x2 xn fibonaccilike ifn 3xi xi1 xi2 2 nGiven strictly increase array arr positive integer form sequence return length long fibonaccilike subsequence arr if exist return 0A subsequence derive sequence arr delete number element include arr change order remain element for example 3 5 8 subsequence 3 4 5 6 7 8 Example 1input arr 12345678output 5explanation the long subsequence fibonaccilike 12358example 2input arr 13711121418output 3explanation the long subsequence fibonaccilike 11112 31114 71118 Constraints3 arrlength 10001 arri arri 1 109,array
a robot infinite XYplane start point 0 0 face north the robot receive sequence possible type commands2 turn leave 90 degrees1 turn right 90 degrees1 k 9 move forward k unit unit timeSome grid square obstacle the ith obstacle grid point obstaclesi xi yi if robot run obstacle instead stay current location commandreturn maximum euclidean distance robot get origin square ie distance 5 return 25notenorth mean Y directioneast mean X directionsouth mean Y directionwest mean x direction Example 1input command 413 obstacle output 25explanation the robot start 0 01 move north 4 unit 0 42 turn right3 move east 3 unit 3 4the furthest point robot get origin 3 4 square 32 42 25 unit awayexample 2input command 41424 obstacle 24output 65explanation the robot start 0 01 move north 4 unit 0 42 turn right3 move east 1 unit block obstacle 2 4 robot 1 44 Turn left5 move north 4 unit 1 8the furthest point robot get origin 1 8 square 12 82 65 unit awayexample 3input command 6116 obstacle output 36explanation the robot start 0 01 move north 6 unit 0 62 turn right3 turn right4 move south 6 unit 0 0the furth point robot get origin 0 6 square 62 36 unit away Constraints1 commandslength 104commandsi 2 1 integer range 1 90 obstacleslength 1043 104 xi yi 3 104the answer guarantee 231,array
Koko love eat banana there n pile banana ith pile pilesi banana the guard gone come h hourskoko decide bananasperhour eat speed k each hour choose pile banana eat k banana pile if pile k banana eat instead eat banana hourkoko like eat slowly want finish eat banana guard returnreturn minimum integer k eat banana h hour Example 1input pile 36711 h 8output 4Example 2input pile 301123420 h 5output 30Example 3input pile 301123420 h 6output 23 Constraints1 pileslength 104pileslength h 1091 pilesi 109,array
Alice Bob play game pile stone there number pile arrange row pile positive integer number stone pilesithe objective game end stone the total number stone pile odd tiesalice Bob turn Alice start each turn player take entire pile stone begin end row this continue pile leave point person stone winsassume Alice Bob play optimally return true Alice win game false Bob win Example 1input pile 5345output trueexplanation Alice start 5 5say take 5 row 3 4 5if Bob take 3 board 4 5 Alice take 5 win 10 pointsif Bob take 5 board 3 4 Alice take 4 win 9 pointsthis demonstrate take 5 win Alice return trueexample 2input pile 3723output true constraints2 pileslength 500pileslength even1 pilesi 500sumpilesi odd,array
there group n member list crime commit the ith crime generate profiti require groupi member participate if member participate crime member can not participate crimelet profitable scheme subset crime generate minprofit profit total number member participate subset crime nreturn number scheme choose since answer large return modulo 109 7 Example 1input n 5 minprofit 3 group 22 profit 23output 2explanation to profit 3 group commit crime 0 1 crime 1in total 2 schemesExample 2input n 10 minprofit 5 group 235 profit 678output 7explanation to profit 5 group commit crime long commit onethere 7 possible scheme 0 1 2 01 02 12 012 constraints1 n 1000 minProfit 1001 grouplength 1001 groupi 100profitlength grouplength0 profiti 100,array
you give encode string s to decode string tape encode string read character time follow step takenif character read letter letter write tapeif character read digit d entire current tape repeatedly write d 1 time totalgiven integ k return kth letter 1indexed decode string Example 1input s leet2code3 k 10output oExplanation the decode string leetleetcodeleetleetcodeleetleetcodeThe 10th letter stre oexample 2input s ha22 k 5output hExplanation the decode string hahahahathe 5th letter hExample 3input s a2345678999999999999999 k 1output aExplanation the decode string repeat 8301530446056247680 timesthe 1st letter Constraints2 slength 100s consist lowercase english letter digit 2 9s start letter1 k 109it guarantee k equal length decode stringThe decode string guarantee 263 letter,string
you give array people peoplei weight ith person infinite number boat boat carry maximum weight limit each boat carry people time provide sum weight people limitreturn minimum number boat carry give person example 1input people 12 limit 3output 1explanation 1 boat 1 2example 2input people 3221 limit 3output 3explanation 3 boat 1 2 2 3example 3input people 3534 limit 5output 4explanation 4 boat 3 3 4 5 constraints1 peoplelength 5 1041 peoplei limit 3 104,array
you give undirected graph original graph n node label 0 n 1 you decide subdivide edge graph chain node number new node vary edgethe graph give 2D array edge edgesi ui vi cnti indicate edge node ui vi original graph cnti total number new node subdivide edge Note cnti 0 mean subdivide edgeTo subdivide edge ui vi replace cnti 1 new edge cnti new node the new node x1 x2 xcnti new edge ui x1 x1 x2 x2 x3 xcnti1 xcnti xcnti viIn new graph want know node reachable node 0 node reachable distance maxmove lessGiven original graph maxmove return number node reachable node 0 new graph example 1input edge 0110021122 maxmove 6 n 3output 13explanation the edge subdivision show image abovethe node reachable highlight yellowexample 2input edge 014126028131 maxmove 10 n 4output 23example 3input edge 124145131234345 maxmove 17 n 5output 1explanation Node 0 disconnected rest graph node 0 reachable Constraints0 edgeslength minn n 1 2 104edgesilength 30 ui vi nThere multiple edge graph0 cnti 1040 maxmove 1091 n 3000,graph
you give n x n grid place 1 x 1 x 1 cube axisaligne x y z axeseach value v gridij represent tower v cube place cell jwe view projection cubes xy yz zx planesA projection like shadow map 3dimensional figure 2dimensional plane we view shadow look cube sidereturn total area projection Example 1input grid 1234output 17explanation here projection shadow shape axisaligne planeexample 2input grid 2Output 5Example 3input grid 1002output 8 Constraintsn gridlength gridilength1 n 500 gridij 50,array
a sentence string singlespace separate word word consist lowercase lettersA word uncommon appear exactly sentence appear sentenceGiven sentence s1 s2 return list uncommon word you return answer order Example 1input s1 apple sweet s2 apple souroutput sweetsourExample 2input s1 apple apple s2 bananaoutput banana Constraints1 s1length s2length 200s1 s2 consist lowercase English letter spacess1 s2 lead trail spacesall word s1 s2 separate single space,string
you start cell rStart cStart row x col grid face east the northwest corner row column grid southeast corner row columnyou walk clockwise spiral shape visit position grid whenever outside grids boundary continue walk outside grid return grid boundary later eventually reach row cols space gridreturn array coordinate represent position grid order visit Example 1input row 1 col 4 rstart 0 cStart 0output 00010203example 2input row 5 col 6 rStart 1 cStart 4Output 141525242313030405353433322212024544434241312111014030201000 Constraints1 row col 1000 rStart rows0 cStart col,array
we want split group n people label 1 n group size each person dislike people groupgiven integ n array dislikes dislikesi ai bi indicate person label ai like person label bi return true possible split group way Example 1input n 4 dislike 121324output trueexplanation group1 14 group2 23example 2input n 3 dislike 121323output falseexample 3input n 5 dislike 1223344515output false Constraints1 n 20000 dislikeslength 104dislikesilength 21 dislikesij nai biAll pair dislike unique,graph
Alice Bob different total number candy you give integer array alicesize bobsizes alicesizesi number candy ith box candy Alice bobsizesj number candy jth box candy Bob hassince friend like exchange candy box exchange total candy the total candy person sum number candy box haveReturn integer array answer answer0 number candy box Alice exchange answer1 number candy box Bob exchange if multiple answer return it guarantee answer exist Example 1input alicesize 11 bobsizes 22output 12example 2input alicesize 12 bobsize 23output 12example 3input alicesize 2 bobsizes 13Output 23 constraints1 alicesizeslength bobsizeslength 1041 alicesizesi bobsizesj 105alice Bob different total number candiesthere valid answer give input,array
