stop_words_removed_qns,tag1
you give array length n you choose segment l r 1 le l le r le n integer value k positive negative zero change a_l a_l 1 dot a_r k ie a_i a_i k l le le rwhat maximum possible number element value c obtain operation,dynamic programming
Vova win n trophy different competition each trophy golden silver the trophy arrange rowthe beauty arrangement length long subsegment consist golden trophy Vova want swap trophy necessarily adjacent one arrangement beautiful possible mean maximize length long subsegmenthelp Vova tell maximum possible beauty arrangement allow swap,greedy
Vasya read ebook the file book consist n page number 1 n the screen currently display content page x Vasya wants read page y there button book allow Vasya scroll d page forwards backwards scroll outside book for example book consist 10 page d 3 page Vasya scroll fourth page press button second page fifth sixth page ninth eighth fifth tenthHelp Vasya calculate minimum number time need press button page y,greedy
after learn fancy algorithms palindrome Chouti find palindrome interesting want challenge problemChouti get string a b since like palindrome like pick nonempty palindromic substre a b nonempty palindromic substre b concatenate string abChouti think string way interesting wants know different string,greedy
this interactive problemChouti tired study open computer start play puzzle gamelong long ago boy find sequence s_1 s_2 ldot s_n length n keep tricky interactor it consist 0s 1s number 1s t the boy know sequence n t try find query interactorWe define operation call flip Flipping lr 1 leq l leq r leq n mean x lr change s_x 1s_xin query boy interactor integer lr satisfy 1 leq l leq r leq n interactor flip 1r ln outcome probability decision interactor independent Notes section detail the interactor tell current number 1s operation note sequence will not restore operationhelp boy find original sequence 10000 interactionsWeird legend dumb game think however tries stick can help beat game,brute force
Chouti work strange math problemThere sequence n positive integer x_1 x_2 ldot x_n n the sequence special integer t 1 n x_1x_2x_t square integer number perfect squaresomehow number odd index turn miss aware number position ie x_2 x_4 x_6 ldot x_n the task restore original sequence again turn help himthe problem setter mistake possible sequence if possible sequence output,brute force
chouti tired tedious homework open old programming problem create year agoYou give connect undirected graph n vertex m weight edge there k special vertex x_1 x_2 ldot x_kLets define cost path maximum weight edge and distance vertexe minimum cost path connect themfor special vertex find special vertex farth term previous paragraph ie correspond distance maximum possible output distance themthe original constraint small thought problem boring now raise constraint hope solve,greedy
chouti competitive programming competition however have problem accept got bore decide invent small gamesHe come follow game the player positive integer n Initially value n equal v player able follow operation time player want possibly zero choose positive integer x xn x divisor n subtract x n the goal player minimize value n endSoon Chouti find game trivial can beat game,greedy
it important day Katya She test programming class as give interesting problem solve fast can solve problemyou give n order segment set each segment represent pair integer l r lleq r each set contain arbitrary number segment 0 it possible segment equalyou give m query represent number b x y for segment find true set p aleq pleq b contain segment l r lie entirely segment x y xleq lleq rleq y Find answer queryNote need solve problem online that new query print answer previous query,dynamic programming
sonya birthday recently she present matrix size ntime m consist lowercase latin letter we assume row number integer 1 n column number 1 m leave right Lets submatrix i_1 j_1 i_2 j_2 1leq i_1leq i_2leq n 1leq j_1leq j_2leq m element a_ij matrix i_1leq ileq i_2 j_1leq jleq j_2 Sonya state submatrix beautiful independently reorder character row column row column submatrix form palidrom Lets recall string call palindrome read leave right right leave for example string abacaba bcaacb palindrome string abca acbba ab notHelp Sonya find number beautiful submatrixe Submatrixes different element belong submatrix,dynamic programming
recently Olya receive magical square size 2ntimes 2nit sister square boring therefore ask Olya perform exactly k splitting operationsa Splitting operation operation Olya take square cut 4 equal square dfraca2 if square equal 1 impossible apply splitting operation example well understandingolya happy fulfill sister request want condition Olyas happiness satisfy operationsthe condition Olyas happiness satisfied follow statement fulfilledlet length lower leave square equal length right upper square equal There path consist square length all consecutive square path common sideobviously long square condition meet so Olya ready fulfill sister request condition satisfy tell possible perform exactly k splitting operation certain order condition Olyas happiness satisfied if possible tell size square path lower leave square upper right consist,dynamic programming
petya have party soon decide invite n friendsHe want invitation form origami for invitation need red sheet green sheet blue sheet the store sell infinite number notebook color notebook consist color k sheet that notebook contain k sheet red green blueFind minimum number notebook Petya need buy invite n friend,greedy
everyone know computer fast fast recently Berland scientist build machine timemore specifically work follow it infinite grid robot stand cell each cell grid contain 0 1 the machine program consist instruction handle each instruction represent exactly symbol letter digit take exactly unit time second perform type operation describe here 0 1 robot place number cell currently if cell was not operation previous number replace e robot erase number cell l r u d robot go cell leftrightupdown s robot stay unit time t let x 0 cell robot let x digit cell x 1 digit cell 0 x 2 digit 1 then machine travel x second time Note do not change instruction order change position robot number grid x unit time ago you consider instruction equivalent CtrlZ press x time for example let board completely program sr1t0 let robot initially 0 0 moment 0 command s moment 1 command r 1 0 moment 2 command 1 1 0 cell contain 1 moment 3 command t travel 1 1 2 moment moment 1 moment 1 command 0 0 0 board clear follow instruction cell 0 we ve rewrite history the consequence instruction happen now Berland scientist want use machine practice for example want able add integersassume initial state machine follow one positive integer write binary grid way right bit cell 0 1 leave right high bit low bit the positive integer write binary grid way right bit cell 0 0 leave right high bit low bit all cell the robot 0 0 we consider state past manage travel negative moment board describe robot 0 0 eternity you ask write program the robot stand nonempty cell if read number start cell robot move right cell b binary high bit low bit note restriction cell in particular digit leave robot instructionsIn test give 1000 pair b program work pair also machine memory big program consist 105 instruction,brute force
the difference easy hard version constraintsVova like picture kitten the news feed social network use represent array n consecutive picture kitten course Vova like picture beautiful ith picture beauty a_iVova wants repost exactly x picture way segment news feed k consecutive picture picture reposte Vova sum beauty value reposte picture maximum possible for example k1 Vova repost picture news feed if k2 Vova skip picture pair consecutive picture Vova repost themYour task calculate maximum possible sum value reposte picture Vova follow condition describe way satisfy condition,greedy
Polycarp prepare n competitive programming problem the topic ith problem a_i problem topic coincidepolycarp host thematic contest all problem contest topic contest pairwise distinct topic he use problem it possible contest topicspolycarp want host competition consecutive day contest day Polycarp want host set contest way number problem contest exactly twice previous contest day ago contest contain arbitrary number problem total number problem contest maximize your task calculate maximum number problem set thematic contest note maximize number contest,greedy
there house n flat situate main street Berlatov Vova watch house night the house represent array n integer number a_1 a_2 dot a_n a_i 1 ith flat light a_i 0 otherwiseVova think people ith flat disturb sleep 1 n a_i 1 a_i 1 1 a_i 0vova concerned follow question minimum number k people exactly k pairwise distinct flat turn light disturb your task find number k,greedy
Vasya tree consist n vertex root vertex 1 at vertex 0 write itLet di j distance vertex j ie number edge short path j also let denote ksubtree vertex x set vertex y condition meet x ancestor y vertex ancestor dx y le k Vasya need process m query the ith query triple v_i d_i x_i for query Vasya add value x_i vertex d_isubtree v_ireport Vasya value write vertex tree processing query,dynamic programming
Palo Alto unusual city endless coordinate line it know office Lyft Level 5Lyft popular m taxi driver city day transport rest city resident n ridersEach resident include taxi driver PaloAlto live unique location pair resident coordinate sameThe Lyft system clever rider call taxi taxi driver close person if multiple one distance taxi driver small coordinate selectedbut morning taxi driver wonder rider give taxi driver order taxi day in word need find taxi driver number a_i number rider ith taxi driver driver rider homethe taxi driver transport taxi driver,dynamic programming
you give undirected unweighted tree consist n verticesan undirected tree connect undirected graph n 1 edgesYour task choose pair vertex tree choose vertex distinct x_1 y_1 x_2 y_2 way x_1 y_1 belong simple path x_2 y_2 vice versa x_2 y_2 belong simple path x_1 y_1It guarantee possible choose pair give treeamong possible way choose pair choose maximum number common vertex path x_1 y_1 x_2 y_2 and pair choose maximum total length pathsIt guarantee answer common vertex exist give treethe length path number edge itthe simple path path visit vertex,dynamic programming
Vasya get robot situate infinite cartesian plane initially cell 0 0 Robot perform follow kind operation U x y x y 1 D x y x y 1 L x y x 1 y R x y x 1 y Vasya get sequence n operation Vasya wants modify sequence perform robot end x yVasya want change sequence length change subsegment minimum possible this length calculate follow maxid minid 1 maxID maximum index change operation minID minimum index change operation for example Vasya change RRRRRRR RLRRLRL operation indice 2 5 7 change length change subsegment 7 2 1 6 another example Vasya change DDDD DDRD length change subsegment 1 if change length change subsegment 0 change operation mean replace operation possibly Vasya can not insert new operation sequence remove themhelp Vasya tell minimum length subsegment need change robot 0 0 x y tell impossible,greedy
Vasya get n book number 1 n arrange stack the topmost book number a_1 a_2 the book stack number a_n all number distinctvasya want book backpack n step during ith step want book number b_i backpack if book number b_i stack take book book book b_i put backpack begin step for example book arrange order 1 2 3 book 1 topmost Vasya move book order 2 1 3 step book 1 2 second step book 1 backpack step book book number 3 Note b_1 b_2 dots b_n distincthelp Vasya Tell number book backpack step,greedy
a lot people dream convertible call cabriolet some convertible do not roof vulnerable rain this Melon ask famous inventor decide create rain protection mechanism convertiblesthe workplace mechanism plane driver its functional consist rail slide endpoint piece stretch rope for sake simplicity consider pair parallel segment plane rope segment endpoint free choose point rail segment the algorithmic mechanism detect particular raindrop predict reach plane at exact moment rope segment contain raindrop point rope adsorb raindropyou give initial position rope endpoint information raindrop you choose minimal possible speed v endpoint slide endpoint slide direction segment independently way possible catch raindrop move endpoint speed great v find impossible matter high speed,dynamic programming
once time Algoland Berland single country time long go now different country city scatter common territoryall city represent point cartesian plane Algoland consist city number 1 the coordinate ith Algoland city pair integer number xa_i ya_i Similarly Berland consist b city number 1 b the coordinate jth Berland city pair integer number xb_j yb_j no ab mention city lie single straight lineAs step unite country Berland decide build bidirectional freeway each freeway go line segment start Berland city end Algoland city freeway can not intersect point freeway start end Moreover freeway connect ab city here connectivity mean specify ab cities ab cities freeway note freeway bidirectional mean drive directionsMayor b Berland city allocate budget build freeway start city thus give number r_1 r_2 dot r_b r_j number freeway go start jth Berland city the total allocate budget tight cover building minimal necessary set freeway in word r_1r_2dotsr_bab1help Berland build freeway freeway line segment connect Berland city Algoland city freeway intersect freeway start end freeway connect ab cities freeway bidirectional r_j freeway start jth Berland city,dynamic programming
Berland n city connect road each road bidirectional connect distinct city city there s road connect themthe president Berland decide split country r state way city belong exactly r statesafter split road connect city state city different state Lets road connect city state inner roadsThe president do not like odd people odd city odd number wants split way city number inner road connect itPlease help president find small possible r split exist,greedy
polycarp take n video duration ith video a_i second the video list chronological order ie 1st video early 2nd video nth video lastNow Polycarp wants publish exactly k 1 le k le n post Instabram each video single post the post preserve chronological order mean post contain early video second post contain block video go in word number video jth post s_j s_1s_2dotss_kn s_i0 post contain video 1 2 dot s_1 second post contain video s_11 s_12 dot s_1s_2 post contain video s_1s_21 s_1s_22 dot s_1s_2s_3 kth post contain video ns_k1ns_k2dotsn Polycarp perfectionist want total duration video post samehelp Polycarp find positive integer value s_1 s_2 dots s_k satisfy condition,dynamic programming
berhattan capital Berland there n street run parallel eastw direction horizontally m avenue run parallel southnorth direction vertically each street intersect avenue form crossroad so total n cdot m crossroad BerhattanRecently government change Berland the new government want avenue street hero revolutionthe special committee prepare list k name only name new name street avenue each onceThe member committee want street avenue way minimize inconvenience resident they believe street avenue name start letter crossroad inconvenient hence letter mattersgiven letter k name find C minimal possible number inconvenient crossroad Berhattan naming process,greedy
Elections Berland come there candidate Alice BobThe main Berland TV channel plan political debate there n people want debate spectator each person describe influence political view there kind political view support candidate kind denote 00 support Alice Bob kind denote 10 support Bob Alice kind denote 01 support candidate kind denote 11 the direction tv channel wants invite people debate the set invite spectator satisfy condition half spectator support Alice ie 2 cdot ge m number spectator support Alice m total number spectator half spectator support Bob ie 2 cdot b ge m b number spectator support Bob m total number spectator total influence spectator maximal possible help tv channel direction select nonempty set spectator tell impossible,greedy
polycarp lot work recently learn new time management rule task take minute immediately Polycarp like new rule sure minute optimal value he suppose value d choose base exist task listPolycarp list n task complete the ith task difficulty p_i ie require exactly p_i minute Polycarp read task nth if task difficulty d Polycarp start work task immediately if task difficulty strictly great d task it allow rearrange task list Polycarp do not spend time read task skip itpolycarp t minute total complete maximum number task but want work time he decide break group m consecutive task work the break time spend total completion m tasksfor example n7 p3 1 4 1 5 9 2 d3 m2 Polycarp work follow schedule Polycarp read task difficulty great d p_13 le d3 work 3 minute ie minute 1 2 3 polycarp read second task difficulty great d p_21 le d3 work 1 minute ie minute 4 polycarp notice finish m2 task take break 314 minute ie minute 5 6 7 8 polycarp read task difficulty great d p_34 d3 skip spending time Polycarp read fourth task difficulty great d p_41 le d3 work 1 minute ie minute 9 polycarp read task 5 6 skip p_5d p_6d Polycarp read 7th task difficulty great d p_72 le d3 work 2 minute ie minute 10 11 Polycarp notice finish m2 task take break 123 minute ie minute 12 13 14 polycarp stop exactly t minute if Polycarp start task finish time task consider complete it allow complete m task group also Polycarp consider acceptable short break need group task break work day time rest anywayPlease help Polycarp find value d allow complete maximum possible number task t minute,dynamic programming
Berkomnadzor Federal Service Supervision Communications Information Technology Mass Media Berland federal executive body protect ordinary resident Berland threat modern internetBerkomnadzor maintain list prohibit ipv4 subnet blacklist list allow ipv4 subnet whitelist all Internet Service Providers isp Berland configure network equipment block access ipv4 address match blacklist also isp provide access block ipv4 address match whitelist if ipv4 address match list isp decide block an ipv4 address match blacklist whitelist match subnet blacklist whitelist an ipv4 address belong whitelist blacklist time situation lead contradiction solution case output descriptionAn ipv4 address 32bit unsigned integer write form abcd value abcd call octet integer 0 255 write decimal notation for example ipv4 address 19216801 convert 32bit number follow expression 192 cdot 224 168 cdot 216 0 cdot 28 1 cdot 20 first octet encode significant leftmost 8 bit octet b c follow block 8 bit order octet d encodes significant rightmost 8 bitsthe ipv4 network Berland slightly different rest world there reserve internal address Berland use 232 possible valuesan ipv4 subnet represent abcd abcdx 0 le x le 32 a subnet abcd contain single address abcd a subnet abcdx contain ipv4 address x leftmost significant bit equal x leftmost bit address abcd it require 32 x rightmost significant bit subnet abcdx zeroesnaturally happen address match subnet abcdx form continuous range the range start address abcd rightmost 32 x bit zero the range end address x leftmost bits equal x leftmost bit address abcd 32 x rightmost bit one Subnet contain exactly 232x address Subnet abcd32 contain exactly address represent abcdfor example subnet 1921680024 contain range 256 address 19216800 address range 1921680255 oneberkomnadzors engineer devise plan improve performance Berlands global network instead maintain whitelist blacklist want build single optimise blacklist contain minimal number subnet the idea block ipv4 address match optimise blacklist allow rest address of course ipv4 address old blacklist remain block ipv4 address old whitelist allow those IPv4 address match old blacklist old whitelist block allow regardless accessibility please write program take blacklist whitelist input produce optimise blacklist the optimise blacklist contain minimal possible number subnet satisfy ipv4 address accessibility requirement mention ipv4 subnet source list intersect arbitrarily please output single number 1 ipv4 address match source whitelist blacklist,greedy
you give positive integer d s find minimal positive integer n divisible d sum digit equal s,greedy
Ivan collect coin there n different collectible coin Ivan K he celebrate birthday soon M freind decide gift coin they agree term everyone gift coin all coin give Ivan different not L coin gift altogether new Ivans collectionbut friend do not know coin Ivan get collection they do not want spend money want buy minimum quantity coin satisfy term irrespective Ivans collection help find minimum number coin define possible meet term,dynamic programming
someone strange birthday present Ivan it hedgehog connect undirected graph vertex degree 3 center vertex degree 1 Ivan think hedgehog boring decide kmultihedgehogLet define kmultihedgehog follow 1multihedgehog hedgehog vertex degree 3 vertex degree 1 for k ge 2 kmultihedgehog k1multihedgehog follow change vertex v degree 1 let u neighbor remove vertex v create new hedgehog center vertex w connect vertex u w edge new hedgehog differ initial gift Thereby kmultihedgehog tree Ivan kmultihedgehog sure mistake that ask check tree kmultihedgehog,greedy
Maksim walk cartesian plane initially stand point 0 0 adjacent point leave right for example Maksim currently point 0 0 follow point 1 0 0 1 1 0 0 1 there n distinct key point plane the ith point p_i x_i y_i it guarantee 0 le x_i 0 le y_i key point 0 0let level point point maxx_i y_i 1 second level point point maxx_i y_i 2 Maksim want visit key point but should not visit point level 1 visit point level he start visit point minimum level point give setthe distance point x_1 y_1 x_2 y_2 x_1 x_2 y_1 y_2 v absolute value vMaksim wants visit key point way total distance walk minimum possible your task find distanceif Python programmer consider PyPy instead Python submit code,greedy
you give huge binary integer number b length n m respectively you repeat follow process b 0 add answer value b divide b 2 round ie remove digit b repeat process stop processthe value b mean bitwise and b your task calculate answer modulo 998244353note add value b answer decimal notation binary so task calculate answer decimal notation for example 1010_2 10_10 b 1000_2 8_10 value b equal 8 1000,dynamic programming
let denote sequence Fibonacci stringsf0 0 f1 1 Fi Fi 2 fi 1 plus sign denote concatenation stringslet denote lexicographically sort sequence suffix stre fi AFi for example F4 01101 AF4 follow sequence 01 01101 1 101 1101 Elements sequence number 1your task print m character kth element AFn if m character suffix output suffix,greedy
you give tree n vertex root vertex 1 also token initially place root you token vertex Lets assume current vertex token v follow possible move leaf subtree v vertex v leaf parent k time in word hv depth vertex v depth root 0 vertex ancestor v hv k le hto consider root leaf degree 1 calculate maximum number different leave visit sequence move,brute force
consider set distinct character a string s consist exactly n character character present AYou give array m integer b b_1 b_2 dot b_m you allow perform follow string S choose valid set k b_i take k character S pr_k take k character S Su_k Substitute k character S reverse Su_k Substitute k character S reverse Pr_k for example let look S abcdefghi k 2 Pr_2 ab Su_2 hi Reversed pr_2 ba su_2 ih thus result S ihcdefgbaThe perform arbitrary number time possibly zero any select multiple time moveslet string S T equal exist sequence move transmute string s string t for example string abcdefghi ihcdefgba equal also note imply S SThe task simple Count number distinct stringsthe answer huge calculate modulo 998244353,greedy
you stumble new kind chess puzzle the chessboard give necesserily 8 time 8 n time N each square number write number 1 n2 number pairwise distinct the jth square ith row number a_ij write itin chess set piece knight bishop rook at square number 1 choose then want reach square 2 possibly pass square process square 3 reach square n2 in step allow valid current piece replace piece each square visit arbitrary number timesa knight square square away horizontally square vertically square vertically square horizontally a bishop move diagonally a rook move horizontally vertically the perform different square piece currently stand onYou want minimize number step traversal among path number step want choose low number piece replacementswhat path satisfy condition,greedy
there toy building consist n tower each tower consist cube stand the ith tower consist h_i cube height h_ilet define operation slice height h follow tower height great h remove cubes tower height equal h cost slice equal total number remove cube towerslet slice good cost lower equal k k ge n Calculate minimum number good slice tower height of course possible,greedy
Vasya get undirected graph consist n vertex m edge this graph do not contain selfloop multiple edge Selfloop edge connect vertex multiple edge pair edge connect pair vertex since graph undirected pair edge 1 2 2 1 consider multiple edge isolated vertex graph vertex edge connect vertex vertexvasya wants know minimum maximum possible number isolate vertex undirected graph consist n vertex m edge,dynamic programming
Colossal exclaim Hawknose a programmer that s exactly look forarkadi Boris Strugatsky Monday start SaturdayReading book Equations Mathematical Magic Roman OiraOira Cristobal Junta find interesting equation oplus x x 0 give oplus stand bitwise exclusive XOR integer operation denote xor modern programming language OiraOira quickly find x solution equation Cristobal Junta decide OiraOiras result interesting ask colleague nonnegative solution equation exist this task turn difficult OiraOira ask help,greedy
Masha stick length b c centimeter respectively in minute Masha pick arbitrary stick increase length centimeter she allow break stickswhat minimum number minute need spend increase stick length order able assemble triangle positive area Sticks triangle side stick endpoint locate triangle vertex,greedy
we sequence string t1tk journey length k i1 ti substre ti1 length ti strictly length ti1 for example abb journey abc aa notdefine journey string s journey t1tk part nest inside s way exist sequence string u1uk1 string su1t1u2t2 uktkuk1 as example abb journey string abb bab journey string ti appear leave rightthe length journey string number string determine maximum possible length journey give string s,brute force
this interactive problemin good old time dwarf try develop extrasensory ability exactly n dwarf enter completely dark cave each dwarf receive hat white black while cave dwarf able hat hat dwarf dwarf go cave meadow sit arbitrary place when dwarf leave cave see color hat dwarf seat meadow ie leave cave however able color hat dwarve information the task dwarf got diverge part dwarf white hat black hat after century dwarf finally manage select right place meadow error will able repeat successyou ask successively n different integer point plane after name new point give color black white your task ensure name point split line way point color lie line point different color lie different side moreover point belong line also need report line end processin problem interactor adaptive color point test fix jury program select arbitrarily particular depend program output,dynamic programming
jatc love Banhmi vietnamese food his affection Banhmi breakfast this morning usual buy Banhmi decides enjoy special wayfirst split Banhmi n part place row number 1 n for define deliciousness x_i 0 1 jatc go eat part at step choose arbitrary remain eat suppose ith enjoyment Banhmi increase x_i deliciousness remain part increase x_i the initial enjoyment JATC equal 0for example suppose deliciousness 3 part 0 1 0 if JATC eat second enjoyment 1 deliciousness remain part 1 _ 1 Next eat enjoyment 2 remain part _ _ 2 after eat JATCs enjoyment 4However JATC do not want eat part save later he give q query consist integer l_i r_i for query let know maximum enjoyment eat part index range l_i r_i orderAll query independent since answer query large print modulo 1097,dynamic programming
JATCs math teacher give class interesting math problem do not bore today problem follow give integer n perform follow operation zero time mul x multiplies n x x arbitrary positive integer sqrt replace n sqrtn apply operation sqrtn integer you perform operation time like what minimum value n achieve minimum number operation achieve minimum valueapparently class know answer problem maybe help,greedy
jatc friend Giraffe currently room solve problem Giraffe write board array a_1 a_2 a_n integer 1 le a_1 a_2 ldot a_n le 103 go bathroomjatc decide prank friend erase consecutive element array since do not want prank far erase way Giraffe restore array information remain element because Giraffe create array he s aware increase array element integer range 1 103jatc wonder great number element erase,greedy
the graph call tree connect cycle suppose tree root vertex then tree call perfect kary tree vertex leaf child exactly k child also perfect kary tree leafs depthFor example picture illustrate perfect binary tree 15 verticesthere perfect kary tree n node the node label distinct integer 1 n do not know node label still want find label root treeyou allow 60 cdot n query follow type b c query return yes node label b lie path c no both c consider lie path cWhen ready report root tree print s s label root tree it possible report root query count limit 60 cdot n query,greedy
there n city country two candidate fight post President the election set future candidate plan going connect city road both plan connect city n 1 road that plan view tree both candidate specify choice capital n city x candidate y second candidate sameEach city potential building port city port Building port ith city bring a_i money however candidate specific demand the demand form k x mean candidate wants build exactly x port subtree kth city tree tree root capital choice find maximum revenue gain fulfil demand candidate print 1 possible doIt additionally guarantee candidate specify port demand capital choice,dynamic programming
you unlimited number coin value 1 2 ldot n you want select set coin have total value s it allow multiple coin value set what minimum number coin require sum S,greedy
you give integer d p p prime also mysterious device it memory cell contain integer 0 p1 also instruction support addition raise dth power textbfBoth modulo pthe memory cell number 1 2 dot 5000 Initially cell 1 2 contain integer x y respectively 0 leqslant x y leq p 1 all cell contain textbf1s you directly access value cell textbfdont know value x y know write cell you mission choose accept write program available instruction obtain product xy modulo p cell you program work possible x yaddition instruction evaluate sum value cell write cell this instruction encode string e1 e2 write sum value cell e1 e2 cell any value e1 e2 coincide second instruction write dth power value cell target cell this instruction encode string e Values e coincide case value cell overwrite last instruction special return instruction encode string f target this mean obtain value xy bmod p cell target no instruction call instructionProvide program obtain xy bmod p use 5000 instruction include return instructionit guarantee give constrain solution exist,dynamic programming
consider tree t connected graph cycle n vertex label 1 n we start follow process t t vertex following choose random edge T equiprobably shrink choose edge edge connect vertex v u erase v u create new vertex adjacent vertex previously adjacent v u the new vertex label v u equiprobablyAt end process T consist single vertex label number 1 ldot n for number probability number label final vertex,dynamic programming
you give array b positive integer length n m respectively let c n time m matrix c_ij a_i cdot b_j you need find subrectangle matrix c sum elements x area total number element large possibleformally need find large number s possible choose integer x_1 x_2 y_1 y_2 subject 1 leq x_1 leq x_2 leq n 1 leq y_1 leq y_2 leq m x_2 x_1 1 time y_2 y_1 1 s sum_ix_1x_2sum_jy_1y_2c_ij leq x,greedy
you give positive integer nLet Sx sum digit base 10 representation x example S123 1 2 3 6 s0 0your task find integer b 0 leq b leq n b n Sa Sb large possible pair,greedy
let stre phone number length 11 fit pattern 8xxxxxxxxxx x replace digitfor example 80123456789 80000000000 phone number 8012345678 79000000000 notyou n card digit want use phone number possible each card phone number do not use card the phone number necessarily distinct,greedy
there forest model plane live n rare animal animal number lair point x_i y_i in order protect decision build nature reserve madeThe reserve form circle contain lair there straight river flow forest all animal drink river common point reserve on hand ship constantly sail river reserve common point riverfor convenience scientist transformation coordinate river define y 0 check possible build reserve possible find minimum possible radius reserve,brute force
let follow process transformation sequence length nif sequence process end otherwise append great common divisor GCD elements sequence result remove arbitrary element sequence Thus process end sequence n integer great common divisor element sequence deletionyou give integer sequence 1 2 dot n find lexicographically maximum result transformationa sequence a_1 a_2 ldot a_n lexicographically large sequence b_1 b_2 ldots b_n index a_j b_j j a_i b_i,brute force
Student Andrey skip physical education lesson term pass grade subject obviously impossible legal mean Andrey do not having obtain certificate local hospital go use knowledge local doctor handwrite counterfeit certificate illness however write certificate Andrey suddenly discover doctor signature impossible forge or itfor simplicity signature represent ntime m grid cell fill ink Andreys pen fill 3times3 square central cell completely contain inside grid show xxxxxxxx determine possible forge signature ntime m grid,greedy
we news ddosattack popular websitesArseny admin think website ddosattack total number request period time exceed 100 cdot t t number second time segment Arseny know statistic number request second server boot he know sequence r_1 r_2 dot r_n r_i number request ith second boot Determine length long continuous period time Arseny consider ddosattack a seek time period boundary segment 1 n,greedy
once time router wellknown company Bmail Years go time new router purchase every time buy new router connect router buy you give value p_i index router ith router connect purchase p_i iThere n router Boogle total Print sequence router path nth router,dynamic programming
you successfully find poor Arkady near exit station you ve perfectly predict you send home taxi suddenly come questionthere n crossroad city bidirectional road connect a taxi ride path crossroad pass crossroad twice you collection ride driver wonder driver robot definitely humanyou think driver robot crossroad b driver choose path drive b note b endpoint ride path b different on contrary driver drive different path b definitely humangiven system road description ride available determine driver robot,dynamic programming
have problem tram route morning Arkady decide return home metro Fortunately Arkady metro line cityunfortunately Arkady line circular it mean station enumerate 1 n tunnel pair consecutive station station 1 station n Trains clockwise direction visit station order 1 2 3 ldot n 1 train counterclockwise direction visit station reverse orderthe station number 1 m interior red color station number m 1 n blue interior Arkady enter metro station s decide use follow algorithm choose way home initially positive integer t mind if current station red interior take clockwisedirecte train take counterclockwisedirecte train he ride exactly t station train leave train he decrease t if t positive return step 2 otherwise exit metro you realize algorithm probably will not bring Arkady home Find station exit metro continue help,dynamic programming
there apple tree Arkadys garden it represent set junction connect branch way reach junction branch the junction enumerate 1 n junction 1 call roota subtree junction v set junction u path u root pass v note v include subtree vA leaf junction subtree contain exactly junctionThe New Year come Arkady want decorate tree he light bulb color leaf junction count number happy junction a happy junction junction t light bulbs subtree t different colorsArkady interested follow question k 1 n minimum number different color need number happy junction greater equal k,greedy
do not tell think I beif Arkady bit oldfashione play checker will not right there modern computer game Arkady friend keen we will not discuss rule feature important problem player pick distinct hero begin gameThere 2 team have n player 2n hero distribute team the team turn pick hero team choose hero team second team choose hero note hero choose unavailable teamsthe friend estimate power ith hero p_i each team want maximize total power hero however exception m pair hero especially strong team choose hero pair team choose turn each hero pairthis interactive problem you write program optimally choose hero team jurys program play team Note jury program behave inefficiently case opportunity maximize total power team Formally chance reach total power q great regardless jurys program choice q great pass test,brute force
arkadys morning straight nightmare he overslept morning halfasleep get tram arrive some time leave tram realize sure line number tram inDuring ride Arkady wake time time see tram stop stop for stop know line tram stop give information help Arkady determine possible line tram,greedy
Bob weight recently in order lose weight bit Bob decide swim regularly pool however day go pool time weird dream in dream Bob swimming pool lane jellyfish swim its worth mention jellyfish Bobs deep childhood fearsLet assume follow physical model Bobs dream the pool lane area plane line x0 xw Bob allow swim outside lane touch bounding line want the jellyfish small Bobs dream extremely swift each jellyfish area activity those area circle radii jellyfish sit center the area activity jellyfish overlap area activity fully contain Bob shape convex polygon unfortunately Bobs excess weight clumsy result can not rotate body swimming so swim parallel translation pattern however give moment time choose direction movement whenever Bob swim jellyfishs activity area immediately notice sting painfully we assume Bob swum activity area moment time intersection body jellyfishs activity area positive area example touch jellyfish notice Bob once jellyfish sting Bob happily swim away long pose threat Bob Bob want swim lane end sting possible number time he start swimming line yh finish line yh h 1010,greedy
Alice write program try improve readability one way improve readability sensible name variable Alice want rename variable program in IDE command call massive refactoring replace name variable run to use Alice need select string s t variable follow algorithm perform variable contain s substre occurrence s replace t if do not contain s variable stay sameThe list variable know variable initial Alice want variable change know moreover variable length initial target equal alignment code break you need perform rename variable exactly run massive refactoring command determine impossible,greedy
you give array a_0 a_1 ldot a_n 1 b_0 b_1 ldot b_m1 integer cCompute follow sumsum_i0n1 sum_j0m1 a_i b_j ci2j3since value large print modulo 490019,dynamic programming
there n child number 1 n kindergarten Kindergarten teacher give a_i 1 leq a_i leq n candy ith child Children seat row order 1 n leave right start eat candy while ith child eat candy calculate number l_i r_i number child seat leave get candy number child seat right get candy respectivelyformally l_i number indice j 1 leq j a_i a_j r_i number indice j j leq n a_i a_jEach child tell kindergarten teacher number l_i r_i calculate unfortunately forgot candy give child so ask help give array l r determine give candy child child correctly calculate value l_i r_i definitely mistake if possible find way,dynamic programming
